so,source_file,customer,customer_street_address,customer_city,customer_state,customer_zip,order_date,ship_to_name,ship_to_address,ship_to_city,ship_to_state,ship_to_zip,fuel_brand,store_brand,store_id,site_id,site_address,site_city,site_state,state,site_zip,service_requested,service_date,technician,new_install/90_days,system,equipment_replacement,reason_for_order,equipment_category,impact_to_site,interface,firmware,last_service_date,min_temp_F,max_temp_F,avg_temp_F,precipitation_inches,humidity_precentag,snowfall_inches,windspeed_mph,sunshine_hours
32456,"SO#32456 Chevron #TBD - Augusta, GA - FMD12CSS3-GSW-C1_FMD8CTS3-GSW-C2_PVSPS62-UD-CRCH-1.xlsx","Dualite, Inc",One Dualite Lane,Williamsburg,OH,45176,4/23/2024,"Dualite, Inc",One Dualite Lane,Williamsburg,OH,45176,Chevron,,,,440 S. Belair Rd.,Augusta,GA,Georgia,30907,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,3.6,81.8,0,5.8,10.7
32457,"SO#32457 Cal-Kola Express Chevron - Columbus, MS - - FMD22CSS3-GSW-C1_C2_PVSPS42-UD-1.xlsx","Mid-South Signs, Inc",8643 Hwy 182 E.,Columbus,MS,39702,4/24/2024,"Mid-South Signs, Inc",8643 Hwy 182 E.,Columbus,MS,39702,Chevron,Cal-Kola Express,,,10840 Hwy. 45 North,Columbus,MS,Mississippi,39740,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,3.8,76,0,14.4,9.8
32458,"SO#32458 Valero #32201 - Saucier, MS - FMD24SEN3A-GSA_PVSPS22-U-1.xlsx",Federal Heath Sign Co,1500 N. Bolton ST.,Jacksonville,TX,75766,4/24/2024,Federal Heath Sign Co,1500 N. Bolton ST.,Jacksonville,TX,75766,Valero,,,32201,18447 US Hwy,Saucier,MS,Mississippi,39574,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,3.8,76,0,14.4,9.8
32460,"SO#32460 Chevron #TBD - Elk Grove, CA - FMD6CTS3-GSW-C1-C2_PVSP81-UMPD-CH-2.xlsx",Subject to change - Perry Builders,,,,,4/26/2024,Subject to change - Perry Builders,,,,,Chevron,,,,9299 Bond Road,Elk Grove,CA,California,95624,TRUE,7/1/2024,Perry Builders,1,SMD2,Smart Replacement,"Bag Order - Missing information
 Installation Issues",Accessory,Face Out,PVCU-POS-VFON,3.08,7/1/2024,75,95,85,5,78.3,0,9.7,9.2
32460,"SO#32460 Chevron #TBD - Elk Grove, CA - FMD6CTS3-GSW-C1-C2_PVSP81-UMPD-CH-2.xlsx",Subject to change - Perry Builders,,,,,4/26/2024,Subject to change - Perry Builders,,,,,Chevron,,,,9299 Bond Road,Elk Grove,CA,California,95624,TRUE,7/10/2024,SignResource,0,SMD2,Same,Physical Damage,Display,Face Out,PVCU-POS-VFON,3.08,7/10/2024,75,95,85,5,78.3,0,9.7,9.2
70483,"SO#70483 Citgo #19583026 - Hamtramck, MI - FMD12SEP3-R-G_PVSPS42-UPDW-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,3/28/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19583026,5001 E. Davison St.,Hamtramck,MI,Michigan,48212,TRUE,6/17/2024,Bazo Construction,0,SMD2,Same,Bag Order - Missing information,Communication,Other,PVCU-POS-VFON,3.08,6/17/2024,70,90,80,4.8,84.1,0,5.1,11
70485,"SO#70485 Citgo #17553041- Flat Rock, MI- FMD12SEP3-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy.,Jacksboro,TN,37757,3/29/2024,,,,,,Citgo,,,17553041,28453 Telegraph Rd.,Flat rock,MI,Michigan,48134,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,5.9,66.3,0,11.8,8.4
70486,"SO#70486 Citgo #14945002 - Romulus, MI - FMD12SEP3-GSR_PVSPS42-UD-CRCH-3.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,3/25/2024,,,,,,Citgo,,,14945002,5820 Middlebelt Rd.,Romulus,MI,Michigan,48174,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,5.9,66.3,0,11.8,8.4
70487,"SO#70487 A1 Mini mart Citgo #36389001 - Randleman, NC - FMD16SEP3-GSR_GSG_PVSPS21-UD-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/2/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,A1 Mini Mart,,36389001,1114 S. Main St.,Randleman,NC,North Carolina,27317,FALSE,,,,,,,,,PVCU-RF,3.08,7/5/2025,70,90,80,6,69.4,0,14.8,9.5
70488,"SO#70488 Citgo #15863145 - Deforest, WI - FMD20SEP3-GSR_PVSPS21-P1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/3/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,15863145,602 W. North St.,Deforest,WI,Wisconsin,53532,FALSE,,,,,,,,,PVCU-RF,3.08,7/5/2025,70,90,80,5.5,64.4,0,7.5,11.9
70489,"SO#70489 Citgo #15188120 - Buchanan, GA - FMD16SEP3-GSR-GSG_PVSP63-UMD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/4/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,15188120,3715 US 27,Buchanan,GA,Georgia,30113,TRUE,5/21/2024,APEC Imaging & Company,0,SMD2,Same,Part Failure,Communication,Site Down,PVCU-POS-VFON,3.08,5/21/2024,46,66,56,2.8,60.8,0,10.4,7.3
70489,"SO#70489 Citgo #15188120 - Buchanan, GA - FMD16SEP3-GSR-GSG_PVSP63-UMD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/4/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,15188120,3715 US 27,Buchanan,GA,Georgia,30113,TRUE,9/17/2024,The APEC Group,0,SMD2,Same,"Bag Order - Missing information
 Part Failure",Display,Panel Out,PVCU-RF,3.08,9/17/2024,52,72,62,1.6,66.9,0,6.3,5.9
70490,"SO#70490 Citgo #19597114 - Milwaukee, WI - FMD12SEP3-GSR_GSG_PVSP42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/4/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19597114,6727 W. Villard Ave.,Milwaukee,WI,Wisconsin,53218,FALSE,,,,,,,,,PVCU-RF,3.08,7/5/2025,70,90,80,5.5,64.4,0,7.5,11.9
70491,"SO#70491 Citgo #23577173 - Veazie, ME - FMD12SEP3-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy.,Jacksboro,TN,37757,4/5/2024,,,,,,Citgo,,,23577173,1215 State St.,Veazie,ME,Maine,,FALSE,,,,,,,,,PVCU-RF,3.08,7/5/2025,65,85,75,5.1,84.2,0,7.5,10.5
70492,"SO#70492 Citgo #40475029 - West Monroe, LA - FMD30SEP3-GSR-GSG_PVSPSX22-UD-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/5/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,40475029,3095 Arkansas Rd.,West Monroe,LA,Louisiana,71291,FALSE,,,,,,,,,PVCU-RF,3.08,7/5/2025,80,100,90,2.3,64.2,0,15,10.5
70493,"SO#70493 Citgo #11775037 - Norfolk, VA - FMD10SEP3-GSR-GSG_PVSPS82X62-UD-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/5/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,11775037,415 Campostella Rd.,Norfolk,VA,Virginia,23523,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
70494,"SO#70494 Citgo #23673191 - Fairfield, ME - FMD18SEP3-R_16SEP3-GSG_PVSPS21-D1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/8/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,23673191,292 Norridgewock Rd.,Fairfield,ME,Maine,4937,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,65,85,75,5.1,84.2,0,7.5,10.5
70495,"SO#70495 Citgo #16455038 - Bronx, NY - FMD10SEP3-GSR_PVSPS42-UP-1.xlsx",SignResource,242 Industrial Pkwy,"Jacksboro, TN",,,4/9/2024,SignResource,242 Industrial Pkwy,"Jacksboro, TN",,,Citgo,,,165455038,3290 Webster Ave.,Bronx,NY,New York,10467,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.9,83.3,0,12.7,9.6
70496,"SO#70496 Citgo #13843064 - New Baltimore, VA - FMD12SEP3-GSR_GSG_PVSP42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/9/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,13843064,5171 Lee Hwy,New Baltimore,VA,Virginia,20187,FALSE,,,,,,,,,PVCU-RF,3.08,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
70497,"SO#70497 Citgo #14151011 - Christiansburg, VA - FMD16SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/9/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,14151011,2930 Radford Rd.,Christiansburg,VA,Virginia,24073,FALSE,,,,,,,,,PVCU-POS-KIT,3.08,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
70498,"SO#70498 Citgo #11793016 - Cicero, IL- FMD18SEP3-GSR_GSG_PVSPS42-UD_1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/10/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,11793016,5122 W. 31st Place,Cicero,IL,Illinois,60804,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.2,63.4,0,8.1,12
70499,"SO#70499 Citgo #13843067 - Midland, VA - FMD12SEP3-GSR_GSG_PVSP42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/12/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,13843067,4662 Catlett Rd.,Midland,VA,Virginia,22728,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
70500,"SO#70500 Citgo #19641141 - Syracuse, NY - FMD16SEP3-GSR_PVSPS21-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/12/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19641141,356 N. Midler Ave.,Syracuse,NY,New York,13206,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.9,83.3,0,12.7,9.6
70501,"SO#70501 Citgo #19597099 - Madison, WI - FMD12SEP3-GSR_PVSPS21-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/15/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19597099,2301 Commercial Ave.,Madison,WI,Wisconsin,53704,FALSE,,,,,,,,,PVCU-POS-VFON,,7/5/2025,70,90,80,5.5,64.4,0,7.5,11.9
70502,"SO#70502 Citgo #15812045 - Concord, NC - FMD12SEP3-GSR_GSG_PVSP42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/15/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,15812045,450 Pitts School Rd.,Concord,NC,North Carolina,28027,FALSE,,,,,,,,,,,7/5/2025,70,90,80,6,69.4,0,14.8,9.5
70503,"SO#70503 Citgo #16814014 - Janesville, WI - FMD16SEP3-GSR_PVSPS42-UP-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/15/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,Roman's Fuel,,16814014,108 Center Ave.,Janesville,WI,Wisconsin,53548,TRUE,3/13/2025,JNB Signs,0,SMD2,Same,Part Failure,Power,Face Out,,,3/13/2025,46,66,56,5.8,43.9,0,9,4.7
70504,"SO#70504 Citog #15143026 - Deland, FL - FMD24SEP3-GSR-GSG_PVSPS22-UD-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/17/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,15143026,2500 N. Woodland Blvd.,Deland,FL,Florida,32720,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
70505,"SO#70505 Citgo #23577171 - Hampden, ME - FMD10SEP3-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/18/2024,,,,,,Citgo,,,23577171,98 Coldbrook Rd.,Hampden,ME,Maine,4444,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,65,85,75,5.1,84.2,0,7.5,10.5
70506,"SO#70506 - Citgo #19092032 - Houston, TX - FMD24SEP3-GSR_FMD8SEP2S-GSG_PVSPS21-D1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/18/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19092032,Lee's One Stop,6120 South Loop E.,,Unknown,,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,,,,,,,,
70507,"SO#70507 Citgo #14248264 - Montgomery, AL - FMD30SEP3-GSR_PVSPS22-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/19/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,14248264,660 Narrow Lane Rd.,Montgomery,AL,Alabama,36116,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,2.5,80.8,0,5.2,11.1
70508,"SO#70508 Citgo #14283022 - Jefferson, NY - FMD16SEP3-GSR_GSG_PVSPS21-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/19/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,14283022,1363 State route 10,Jefferson,NY,New York,12093,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.9,83.3,0,12.7,9.6
70509,"SO#70509 Citgo #13821461 - Saint Albans, VT - FMD16SEP3-GSR_PVSPS21-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/19/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,13821461,191 Swanton Rd.,Saint Albans,VT,Vermont,5478,FALSE,,,,,,,,,PVCU-POSPSPT,,7/5/2025,70,90,80,2.5,60.3,0,8.1,10.2
70510,"SO#70510 Citgo #17707017 - Orangeburg, SC - FMD16SEP3-GSR-GSG_PVSPS63-UD-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/22/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,17707017,1456 Charleston Hwy.,Orangeburg,SC,South Carolina,29115,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,3.4,70,0,12.2,11.2
70511,"SO#70511 Citgo #17873019 - Rockville, IN - FMD16SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/23/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,17873019,8730 E. US Hwy 36,Rockville,IN,Indiana,47872,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,3.4,65.3,0,11.3,11.8
70512,"SO#70512 Citgo #13351083 - Algoma, WI - FMD8SEP2S-GSR-GSG_PVSPS42-DX1-2.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/23/2024,,,,,,Citgo,,,13351083,616 4th St.,Algoma,WI,Wisconsin,54201,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,5.5,64.4,0,7.5,11.9
70513,"SO#70513 Citgo #23577172 - Bangor, ME - FMD12SEP3-GSR_PVSPS62-UWX-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/23/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,23577172,554 Union St.,Bangor,ME,Maine,4401,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,65,85,75,5.1,84.2,0,7.5,10.5
70514,"SO#70514 Citgo #23673027 - Madison, ME - FMD12SEP3-GSR_PVSPS21-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/23/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,23673027,17 Old Point Ave.,Madison,ME,Maine,4950,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,65,85,75,5.1,84.2,0,7.5,10.5
70515,"SO#70515 Citgo #15640111 - Tamaqua, PA - FMD16SEP3-GSR-GSG_PVSPS63-UDW-1.xlsx",SignResource,242 Industriral Pkwy,Jacksboro,TN,37757,4/23/2024,SignResource,242 Industriral Pkwy,Jacksboro,TN,37757,Citgo,,,15640111,307 Center St.,Tamaqua,PA,Pennsylvania,18252,FALSE,,,,,,,,,PVCU-POS-VFON,3.07,7/5/2025,70,90,80,3.5,75.7,0,8.5,11.5
70516,"SO#70516 Citgo #13821459 - Saint Albans, VT - FMD16SEP3-GSR_PVSPS21-U-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/24/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,13821459,233 S. Main St.,Saint Albans,VT,Vermont,5478,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,2.5,60.3,0,8.1,10.2
70517,"SO#70517 Citgo #12531014 - Greensboro, NC - FMD16SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/25/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,12531014,801 NC Hwy 62 W.,Greensboro,NC,North Carolina,27406,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,6,69.4,0,14.8,9.5
70518,"SO#70518 Citgo #36372393 - Woodruff, SC - FMD24SEP-GSR-DP_ FMT6P-CCR PVSPS42-UCC-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/25/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,36372393,4001 Hwy 101,Woodruff,SC,South Carolina,29388,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,3.4,70,0,12.2,11.2
70519,"SO#70519 Citgo #19597103 - Oshkosh, WI - FMD16SEP3-GSR_PVSP63-UMP-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/25/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,19597103,834 N. Main St.,Oshkosh,WI,Wisconsin,54901,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,5.5,64.4,0,7.5,11.9
70520,"SO#70520 Citgo #11793036 - Woodstock, IL - FMD20SEP3-GSR_6SEP-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/25/2024,,,,,,Citgo,,,11793036,1199 S. Eastwood Dr.,Woodstock,IL,Illinois,60098,TRUE,8/6/2024,CITGO,1,SMD2,Same,Lost equipment,Accessory,Site Down,PVCU-POS-PSPT,3.08,8/6/2024,70,90,80,5.5,80.8,0,12.4,10.2
70521,"SO#70521 Citgo #14248025 - Orlando, FL - FMD16SEP3-GSR-GSG_PVSPS63-UDW-1.xlsx",SignResource,242 Industriral Pkwy,Jacksboro,TN,37757,4/29/2024,SignResource,242 Industriral Pkwy,Jacksboro,TN,37757,Citgo,,,14248025,4135 W. Colonial Dr.,Orlando,FL,Florida,32808,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
70522,"SO#70522 Citgo #15812196 - Mcewen, TN - FMD16SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,4/30/2024,SignResource,242 Industrial Pkwy,Jacksboro,TN,37757,Citgo,,,15812196,5039 TN-230,Mcewen,TN,Tennessee,37101,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.1,60.8,0,9.8,10
70523,"SO#70523 Citgo #23577174 - Old Town, ME - FMD8SEP2S-GSR_PVSPS42-U-CRCH-1.xlsx",SignResource,242 Industrial Pkwy.,Jacksboro,TN,37757,4/30/2024,,,,,,Citgo,,,23577174,671 Stillwater Ave.,Old Town,ME,Maine,4468,FALSE,,,,,,,,,PVCU-POS-PSPT,,7/5/2025,65,85,75,5.1,84.2,0,7.5,10.5
80891,"SO#80891 7-11 #34747 - Finksburg, MD - FMD16SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Interstate Sign,1990 Rockford St.,Mount Airy,NC,27030,3/25/2024,Interstate Sign,1990 Rockford St.,Mount Airy,NC,27030,7Eleven,,,34747,2101 Sandymount Rd.,Finksburg,MD,Maryland,21048,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,3.4,81.1,0,9.8,9.8
80892,"SO#80892 7-11 #34508 - Bealeton, VA - FMD8SEP2S-GSR_GSG_PVSPS62-UMD-1.xlsx","Sign Enterprise, Inc.",1317 Alum Spring Rd.,Fredericksburg,VA,22401,3/26/2024,"Sign Enterprise, Inc.",1317 Alum Spring Rd.,Fredericksburg,VA,22401,7Eleven,,,34508,11022 Marsh Rd.,Bealeton,VA,Virginia,22712,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
80893,"SO#80893 7-11 #23520 - Moreno Valley, CA - FMD16SEP3-R-G_PVSPS42-UMPD-2.xlsx",Perry Builders,12405 Locksley Ln.,Auburn,CA,95602,4/3/2024,Perry Builders,12405 Locksley Ln.,Auburn,CA,95602,7Eleven,,,23520,23021 Sunnymead,Moreno Valley,CA,California,92553,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,75,95,85,5,78.3,0,9.7,9.2
80894,"SO#80894 7-11 #34510 - Harrisonburg, VA - FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Eddie Edward Signs,6471 South Valley Pike,Mount Crawford,VA,22841,4/3/2024,Eddie Edward Signs,6471 South Valley Pike,Mount Crawford,VA,22841,7Eleven,,,34510,1010 W. Market St.,Harrisonburg,VA,Virginia,22801,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
80895,"SO#80895 7-11 #36681 - Port Orange, FL- FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,4/10/2024,Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,7Eleven,,,36681,Clyde Morris Blvd.,Port Orange,FL,Florida,,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80896,"SO#80896 7-11 #36681 - Port Orange, FL - FMD8SEP2S-GSR_PVSPS21-NRC-U3-2 (add on).xlsx",Southeastern Lighting Solutions,821 Fentress Ct,Daytona Beach,FL,32114,4/10/2024,Southeastern Lighting Solutions,821 Fentress Ct,Daytona Beach,FL,32114,7Eleven,,,36681,SEC Clyde Morris Blve.,Port Orange,FL,Florida,,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80898,"SO#80898 Exxon 7-11 #34799 - Greenacres, FL - FMD10SEN3-GSR-GSG_PVSPS42-UD_1.xlsx",,12345 SW 208th Terrace,Miami,FL,33177,4/11/2024,,12345 SW 208th Terrace,Miami,FL,33177,Exxon,7Eleven,,34799,3000 Job Rd.,Greenacres,FL,Florida,33467,TRUE,5/9/2024,K&K Electric,0,SMD2,Smart Replacement,LEDs circuit out,Display,Face Out,PVCU-POS-PSPT,,5/9/2024,64,84,74,3.9,42,0,9.9,5.2
80899,"SO#80899 7-11 #36773 - Portland, OR - FMD18SEP3-GSR_PVSPS11-U-1.xlsx",SME Solutions,2800 NW 31st Avenue,Portland,OR,97210,,SME Solutions,2800 NW 31st Avenue,Portland,OR,97210,7Eleven,,,36773,11549 NE Glen Wilding Dr.,Portland,OR,Oregon,97220,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,5.1,75.2,0,8.6,10.3
80900,"SO#80900 7-11 #23703 - Baltimore, MD - FMD12SEP3-GSR_GSG_PVSPS42-UD-1.xlsx",L & C Electric,9 Willow Street,Annapolis,MD,21401,4/17/2024,L & C Electric,9 Willow Street,Annapolis,MD,21401,7Eleven,,,23703,9410 Hartford Rd.,Baltimore,MD,Maryland,,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,70,90,80,3.4,81.1,0,9.8,9.8
80901,"SO#80901 7-11 #28309 - Charles Town, WV - FMD12SEP3-GSR-GSG_PVSPS42-UD-1.xlsx",Rappahannock Petroleum,225 Ritter Rd.,Winchester,VA,22602,4/19/2024,Rappahannock Petroleum,225 Ritter Rd.,Winchester,VA,22602,7Eleven,,,28309,23 Jefferson Ave.,Charles Town,WV,West Virginia,25414,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,70,90,80,2.8,63.5,0,8.2,8.8
80902,"SO#80902 7-11 #39078 - Milliken, CO - FMD8SEP2S-GSR-GSG_PVSPS42-UD-1.xlsx",Raul Franco,2304 Fairplay Drive,Loveland,CO,80538,4/23/2024,Raul Franco,2304 Fairplay Drive,Loveland,CO,80538,7Eleven,,,39078,1100 Broad,Milliken,CO,Colorado,80543,FALSE,,,,,,,,,PVCU-POS-PSPT,3.08,7/5/2025,65,85,75,2.2,77.5,0,14,8.3
80903,"SO#80903 - 7-11 #35537 - Ft. Myers, FL - FMD12SEP3-GSR_GSG_PVSP42-UD-1.xlsx",Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,4/24/2024,Southeastern Lighting Solutions,821 Fentress Ct.,Daytona Beach,FL,32114,7Eleven,,,35537,10520 Colonial Dr.,Ft. Myers,FL,Florida,33913,FALSE,,,,,,,,,PVCU-POS-VFON,3.08,7/5/2025,80,100,90,5,60.7,0,11.9,10.2
80904,"SO#80904 7-11 #37100 - Virginia Beach, VA - FMD12SEP3-GSR-GSG_PVSPS42-UD-1.xlsx",Sign Enterprise,7300 George Washington Memorial Hwy.,Suite C,,,4/26/2024,Sign Enterprise,7300 George Washington Memorial Hwy.,Suite C,,,7Eleven,,,37100,720 Independence Dr.,Virginia Beach,VA,Virginia,23555,FALSE,,,,,,,,,,,7/5/2025,70,90,80,4.1,72.9,0,8.6,8.7
